iter	MultiClass
248	0.5896808032
249	0.5887016454
250	0.5874789151
251	0.5867211753
252	0.5857300585
253	0.5842688013
254	0.5830561231
255	0.5817677022
256	0.5807820468
257	0.5800891307
258	0.5791076855
259	0.578242451
260	0.5770085992
261	0.5755465476
262	0.5746991925
263	0.5738934836
264	0.5730716661
265	0.5721697955
266	0.5709065841
267	0.5699501083
268	0.5689776172
269	0.5683394011
270	0.5665593395
271	0.5658073381
272	0.5646874811
273	0.5639445586
274	0.5631579518
275	0.5615687633
276	0.5603103107
277	0.559702748
278	0.5587764236
279	0.5578322735
280	0.5567470794
281	0.5559889742
282	0.554899308
283	0.5542599721
284	0.5533769191
285	0.5523887917
286	0.5512298321
287	0.5500819905
288	0.549047987
289	0.5482172701
290	0.5473877201
291	0.5464352528
292	0.5457555809
293	0.5449554932
294	0.5439043334
295	0.5424826168
296	0.5418001852
297	0.5403685222
298	0.5393302273
299	0.5384349656
300	0.5375731852
301	0.5358641239
302	0.5348985491
303	0.5342841767
304	0.5336702119
305	0.5328885706
306	0.5316986668
307	0.5309614655
308	0.5301818763
309	0.5290282625
310	0.5283944163
311	0.527380878
312	0.5266715387
313	0.5254886846
314	0.5239624463
315	0.5230861013
316	0.5222891308
317	0.5215880135
318	0.5207766606
319	0.5196831349
320	0.5186775753
321	0.517713293
322	0.5169415749
323	0.5161772594
324	0.5150843645
325	0.514178532
326	0.5129919153
327	0.5122784667
328	0.5111106806
329	0.5103611974
330	0.5095983015
331	0.508940763
332	0.5081702143
333	0.5076883112
334	0.5071031044
335	0.5063831008
336	0.5058425885
337	0.5052801434
338	0.5042451004
339	0.5032925561
340	0.5027916381
341	0.501593461
342	0.5007953268
343	0.4999831027
344	0.4988695565
345	0.4982883355
346	0.4972260133
347	0.4960674959
348	0.4955905421
349	0.4944483717
350	0.4938995051
351	0.4929627211
352	0.4922587251
353	0.491016063
354	0.4902347908
355	0.4898275501
356	0.4886331292
357	0.4871760478
358	0.4861828014
359	0.4856335683
360	0.4845750769
361	0.4835939562
362	0.4831672127
363	0.4823667769
364	0.481031632
365	0.4803928546
366	0.479898429
367	0.4786879739
368	0.4777184794
369	0.4772657642
370	0.4764838535
371	0.4754841849
372	0.474863921
373	0.4742089269
374	0.4733945063
375	0.4727094524
376	0.4722467363
377	0.4712713352
378	0.470505711
379	0.4697516434
380	0.4689873966
381	0.4679221024
382	0.4667914851
383	0.4657498273
384	0.4652153836
385	0.4647956026
386	0.4642049405
387	0.4631845447
388	0.4627310413
389	0.4622179108
390	0.4615111219
391	0.4605621659
392	0.4598590916
393	0.4592624034
394	0.4585297998
395	0.4577822205
396	0.4566458039
397	0.4562663177
398	0.4557864822
399	0.4553927874
400	0.4545221756
401	0.4539709346
402	0.4535462178
403	0.4529981896
404	0.4524238527
405	0.4519812547
406	0.4512425651
407	0.4504629476
408	0.4500318856
409	0.4489565759
410	0.4483053946
411	0.4476063721
412	0.4470871697
413	0.4465814155
414	0.445534469
415	0.4447591244
416	0.4438062375
417	0.4430318351
418	0.4423127254
419	0.441825381
420	0.4407825497
421	0.4403275926
422	0.4398985223
423	0.4391970874
424	0.4385050971
425	0.4381064883
426	0.4376187826
427	0.4370408419
428	0.4364694063
429	0.4361157017
430	0.435380709
431	0.4349751985
432	0.4339271836
433	0.4333616544
434	0.4330243923
435	0.4322263539
436	0.4315517876
437	0.4308506369
438	0.4302852693
439	0.4298177255
440	0.428840927
441	0.428159829
442	0.4274382976
443	0.4269591746
444	0.4263873443
445	0.4258461694
446	0.4253749796
447	0.4247552449
448	0.4243349351
449	0.4237354839
450	0.4224959703
451	0.4221901126
452	0.4218378026
453	0.421360552
454	0.4209671038
455	0.4203398676
456	0.419993905
457	0.4195081112
458	0.4189263232
459	0.4184574357
460	0.4178949303
461	0.4169865573
462	0.4165115824
463	0.415906379
464	0.4151773941
465	0.4143442353
466	0.4137384343
467	0.4132399986
468	0.4127359954
469	0.4118712382
470	0.4112723414
471	0.4105383715
472	0.4097592845
473	0.4092040202
474	0.4086734982
475	0.407620478
476	0.4069760813
477	0.4066180485
478	0.4061526693
479	0.4058193929
480	0.4054398594
481	0.4050022379
482	0.4044113294
483	0.4037195769
484	0.4033257496
485	0.4027849062
486	0.4019594421
487	0.4014734372
488	0.4008167771
489	0.4000567857
490	0.3994198005
491	0.3988911528
492	0.3985516238
493	0.3981650623
494	0.3978510929
495	0.3973915411
496	0.3967546228
497	0.3962121992
498	0.395260532
499	0.3949269917
500	0.3944953511
501	0.3938835808
502	0.3932040171
503	0.3926420272
504	0.3922286708
505	0.3915700746
506	0.3909240321
507	0.3903272213
508	0.3900652376
509	0.3892366174
510	0.3884792449
511	0.3881681765
512	0.3879046516
513	0.3876678711
514	0.3871645566
515	0.3862643953
516	0.3858901888
517	0.3854567928
518	0.3848979027
519	0.3843105328
520	0.3838541009
521	0.3832943844
522	0.3827733693
523	0.3824483654
524	0.3821245722
525	0.3814717212
526	0.3810922494
527	0.3805164061
528	0.3800645319
529	0.3791992057
530	0.3785161564
531	0.3781161998
532	0.3778257133
533	0.3774686415
534	0.3768738216
535	0.3764487219
536	0.3761669282
537	0.3755595338
538	0.3748410485
539	0.3743001406
540	0.3736136979
541	0.3725975549
542	0.3722028772
543	0.371407031
544	0.3708478914
545	0.3703431171
546	0.3696361401
547	0.3692548252
548	0.3682711446
549	0.3677876659
550	0.3675239903
551	0.3669200282
552	0.3664293671
553	0.3660022296
554	0.3657153755
555	0.3652398597
556	0.3648511261
557	0.3644533315
558	0.3641018763
559	0.3638619868
560	0.3632731629
561	0.3627489712
562	0.3623787419
563	0.3618167325
564	0.361270816
565	0.3608766252
566	0.3603858529
567	0.3598265214
568	0.3590746356
569	0.3589507873
570	0.358403643
571	0.3578261735
572	0.356978106
573	0.3564873833
574	0.3561542727
575	0.3555523955
576	0.3550329214
577	0.3546058582
578	0.3544421177
579	0.3538952646
580	0.3531365466
581	0.3527435711
582	0.3523184186
583	0.3517711159
584	0.3513330192
585	0.3511606539
586	0.3504036017
587	0.3501818688
588	0.3497908127
589	0.349546481
590	0.3488945006
591	0.3484884316
592	0.3481392924
593	0.3478289559
594	0.3472517658
595	0.3470397213
596	0.3463065671
597	0.3460301362
598	0.3456677225
599	0.3453403674
600	0.3450347874
601	0.3446312141
602	0.343657198
603	0.3430781456
604	0.3425750608
605	0.3420959225
606	0.3415494423
607	0.3412512591
608	0.3410144349
609	0.3406771349
610	0.3404146781
611	0.3400883858
612	0.3395314853
613	0.3392168551
614	0.3388089738
615	0.3385275985
616	0.3379143211
617	0.3376499532
618	0.3373492276
619	0.3370149406
620	0.336564835
621	0.3358981921
622	0.3352911756
623	0.3349466241
624	0.3346215278
625	0.3342345693
626	0.3338886897
627	0.3336867504
628	0.3334124363
629	0.3331452472
630	0.3326173349
631	0.3322043831
632	0.3317537696
633	0.3315093199
634	0.3312352347
635	0.330892776
636	0.3306723647
637	0.3304687793
638	0.3299224371
639	0.3296988166
640	0.3293915451
641	0.3289518186
642	0.3284895639
643	0.3282080641
644	0.3276965086
645	0.3270433226
646	0.3266521856
647	0.3263392328
648	0.3258660038
649	0.3255531261
650	0.3252626624
651	0.3246065039
652	0.3241386581
653	0.3237115147
654	0.3232473476
655	0.3227347975
656	0.3224539643
657	0.32227641
658	0.3218321848
659	0.3214011637
660	0.3209657435
661	0.3206033712
662	0.3200304576
663	0.3197806857
664	0.3193361439
665	0.3189115723
666	0.3185901182
667	0.3179610262
668	0.3176051466
669	0.3169780194
670	0.3166767173
671	0.3163530285
672	0.3155117323
673	0.3150485912
674	0.3144759852
675	0.3142502859
676	0.3132706312
677	0.3130059606
678	0.3122510594
679	0.3117437852
680	0.3115973004
681	0.3114006696
682	0.3110732726
683	0.3105337211
684	0.3099939237
685	0.3096155927
686	0.3093267531
687	0.3089353654
688	0.3084147814
689	0.3080918159
690	0.3077943457
691	0.3075405164
692	0.3071153707
693	0.3064476878
694	0.3059029135
695	0.3054609846
696	0.3051913171
697	0.304901109
698	0.3047396432
699	0.304348159
700	0.3041124507
701	0.3038646123
702	0.3035761411
703	0.3032986191
704	0.3028788364
705	0.3025213894
706	0.3022750904
707	0.3019749047
708	0.3016204527
709	0.3011770467
710	0.3007374962
711	0.3001041054
712	0.2998643431
713	0.2995698581
714	0.2991102404
715	0.2989106231
716	0.2986363505
717	0.2978698022
718	0.2974325176
719	0.2969915084
720	0.2967525753
721	0.2963143544
722	0.2960703047
723	0.2958002662
724	0.2952503053
725	0.2950451813
726	0.2946073358
727	0.294184183
728	0.2939003527
729	0.2936222084
730	0.2932982089
731	0.2929034465
732	0.2926130829
733	0.2922502375
734	0.2919410856
735	0.2914203123
736	0.2911111601
737	0.29093826
738	0.2905625742
739	0.2904071761
740	0.2900092878
741	0.2897071396
742	0.2894190867
743	0.2891746439
744	0.2888310025
745	0.2882293526
746	0.2879811177
747	0.2876368619
748	0.2874091225
749	0.2870894901
750	0.2866869846
751	0.2862647841
752	0.2861042132
753	0.2857482093
754	0.2853407847
755	0.2849029153
756	0.2846248364
757	0.2843462368
758	0.2841601251
759	0.2839700089
760	0.283529893
761	0.2832979276
762	0.2829452697
763	0.2822567399
764	0.2819487986
765	0.281557791
766	0.2813043348
767	0.2811062296
768	0.2808905206
769	0.2806053949
770	0.2802672653
771	0.279837431
772	0.279542663
773	0.279295154
774	0.2790982012
775	0.2784987283
776	0.2775763536
777	0.2771688489
778	0.2768118403
779	0.2763703298
780	0.2760212224
781	0.2758587488
782	0.2757135375
783	0.2752680212
784	0.2749499602
785	0.2744819311
786	0.2741248667
787	0.2737817841
788	0.2733497391
789	0.2728797999
790	0.2726808043
791	0.2722132351
792	0.2720278644
793	0.271777624
794	0.2713904837
795	0.2711366525
796	0.2704839248
797	0.2702123914
798	0.2697934059
799	0.2695061023
800	0.2692252787
801	0.2690437653
802	0.2686930309
803	0.2683861762
804	0.2680362328
805	0.2677216466
806	0.2673332031
807	0.2669772612
808	0.2664858069
809	0.2661919676
810	0.2659154228
811	0.2656647184
812	0.2655108659
813	0.2652673961
814	0.2648770476
815	0.2647255186
816	0.2643485724
817	0.2641355102
818	0.2636986884
819	0.2634406875
820	0.2630682511
821	0.2626314223
822	0.2623690727
823	0.2617666996
824	0.2612510749
825	0.2609487327
826	0.2605444531
827	0.2603163115
828	0.2600744459
829	0.2598349645
830	0.259586139
831	0.2593816258
832	0.259137573
833	0.2588152621
834	0.2585390457
835	0.2581892036
836	0.2575502485
837	0.2572375397
838	0.2570307881
839	0.2566666115
840	0.2563652705
841	0.2560572699
842	0.2556112036
843	0.2553406462
844	0.2549930956
845	0.254726942
846	0.2543858256
847	0.254257007
848	0.2538445562
849	0.2535433439
850	0.2532499809
851	0.2529039501
852	0.2525149436
853	0.2522918836
854	0.252052799
855	0.2517518948
856	0.2516076759
857	0.2514028744
858	0.2511438335
859	0.2506210308
860	0.2502704022
861	0.2500365747
862	0.2497530349
863	0.2495605238
864	0.2493435919
865	0.2488914314
866	0.2483997797
867	0.2480864475
868	0.2476933093
869	0.2474496202
870	0.2473222897
871	0.2469902684
872	0.2467885713
873	0.246425038
874	0.2461496879
875	0.2459343654
876	0.2456930556
877	0.2453006513
878	0.2451656965
879	0.2449963001
880	0.2448058824
881	0.2445883135
882	0.2442130073
883	0.2440242235
884	0.2436389461
885	0.2433229837
886	0.2431381641
887	0.242819804
888	0.2426469371
889	0.2423501427
890	0.2418141058
891	0.2416699093
892	0.2414015989
893	0.2410091846
894	0.2407260483
895	0.2402183954
896	0.2398952872
897	0.2396183124
898	0.2392254149
899	0.2390385168
900	0.238688753
901	0.2384947953
902	0.2380023719
903	0.2378891561
904	0.2377817254
905	0.2376142382
906	0.2374728973
907	0.2371240912
908	0.2369187898
909	0.2367823635
910	0.236466659
911	0.236107875
912	0.2358908818
913	0.2356191875
914	0.2354517375
915	0.2353134168
916	0.2351096063
917	0.234837389
918	0.2346694175
919	0.2343645344
920	0.234170163
921	0.2339491805
922	0.2338066824
923	0.233472406
924	0.2331032454
925	0.2327831296
926	0.2324690911
927	0.2322442219
928	0.2319346884
929	0.231772945
930	0.2314920691
931	0.231262356
932	0.2307420964
933	0.2304304333
934	0.2301557926
935	0.2299008319
936	0.2295779644
937	0.2292619869
938	0.2289316254
939	0.2285782942
940	0.2282766899
941	0.2280590066
942	0.2278014354
943	0.2276092065
944	0.2274191634
945	0.2269863769
946	0.2267558521
947	0.226518044
948	0.2263373374
949	0.2260995701
950	0.2259069193
951	0.2256391405
952	0.2255160485
953	0.2252353944
954	0.2250189585
955	0.224729694
956	0.2244784547
957	0.2242368997
958	0.2240490956
959	0.2236257332
960	0.2234372088
961	0.2231420336
962	0.2228268708
963	0.2224567886
964	0.2221935349
965	0.2219847887
966	0.2218385535
967	0.2216657057
968	0.221494896
969	0.221364829
970	0.2212625607
971	0.2211369651
972	0.2209238451
973	0.2205961706
974	0.2203682115
975	0.2202271942
976	0.220099125
977	0.219801416
978	0.2192784761
979	0.2191059215
980	0.2185101802
981	0.2181958325
982	0.2180350493
983	0.2178434173
984	0.2175935726
985	0.2173811225
986	0.2172466416
987	0.2170943187
988	0.216878509
989	0.2166381637
990	0.2164954515
991	0.216147747
992	0.215995162
993	0.2158269652
994	0.2156352863
995	0.2154277762
996	0.2149499668
997	0.2147940529
998	0.2145747342
999	0.2143429316
