iter	MultiClass
561	0.9582929225
562	0.9579297743
563	0.9566304197
564	0.9564759128
565	0.9558344896
566	0.955530745
567	0.9550130983
568	0.9548605485
569	0.9547495646
570	0.954358852
571	0.953692542
572	0.9534441654
573	0.9532957559
574	0.9531336666
575	0.9529680316
576	0.952496663
577	0.9521932271
578	0.9518348189
579	0.951623522
580	0.9509486256
581	0.9507142102
582	0.9502315395
583	0.9500724904
584	0.949469016
585	0.9493302556
586	0.9488621254
587	0.9486136826
588	0.947938801
589	0.9478266226
590	0.9475972826
591	0.9473793538
592	0.9472129549
593	0.9469502376
594	0.9467799864
595	0.9466480039
596	0.9465294506
597	0.946051528
598	0.945144139
599	0.9449584085
600	0.9447501131
601	0.9446097788
602	0.9442298718
603	0.9439508696
604	0.9437672991
605	0.943167863
606	0.9429151876
607	0.9427228309
608	0.9423176017
609	0.942161596
610	0.9416179097
611	0.940693094
612	0.940216615
613	0.9400372153
614	0.9397881634
615	0.9390524757
616	0.9389269163
617	0.9387791125
618	0.9385670979
619	0.9384444911
620	0.9381285713
621	0.9379787353
622	0.9377709615
623	0.9375554829
624	0.937233607
625	0.9369112034
626	0.9366963807
627	0.9365900494
628	0.9364294275
629	0.9363457956
630	0.9362106937
631	0.935754139
632	0.9354507991
633	0.9352560734
634	0.9348461128
635	0.9347008772
636	0.9342650103
637	0.9335836182
638	0.9333023458
639	0.9330974527
640	0.9329402215
641	0.9327238597
642	0.9325265028
643	0.9323950821
644	0.9321079045
645	0.9316607174
646	0.931442451
647	0.9312312789
648	0.9307798955
649	0.929945005
650	0.9297094432
651	0.9291791131
652	0.9289561758
653	0.9287867632
654	0.9285419878
655	0.928402377
656	0.928198738
657	0.9279805295
658	0.9273983504
659	0.9265914254
660	0.9262934777
661	0.9261251697
662	0.9259570574
663	0.9252496903
664	0.9251121308
665	0.9247510318
666	0.9243814797
667	0.92402398
668	0.9234401189
669	0.9232413807
670	0.9230859172
671	0.9225843783
672	0.9221048348
673	0.9219713071
674	0.9218055429
675	0.9216864468
676	0.9211060198
677	0.9209140369
678	0.9207048724
679	0.920572928
680	0.9203066709
681	0.9199820051
682	0.9197255655
683	0.9195211465
684	0.9193282873
685	0.9191913431
686	0.9190484004
687	0.9188224332
688	0.9186363227
689	0.9180689575
690	0.9179707956
691	0.9176707734
692	0.9175540285
693	0.9169396061
694	0.9166780318
695	0.9163055296
696	0.9158739313
697	0.9157169224
698	0.9155933631
699	0.9153519605
700	0.9152248537
701	0.9147498415
702	0.9146312317
703	0.914060639
704	0.9134876472
705	0.9133534166
706	0.9131247289
707	0.9128376852
708	0.9126576839
709	0.9124728842
710	0.9120027235
711	0.911673192
712	0.9114582255
713	0.9113158599
714	0.9110587604
715	0.9108641727
716	0.9106800318
717	0.9104795222
718	0.9100148174
719	0.9095724631
720	0.9093858433
721	0.9091779896
722	0.9087421851
723	0.9084838381
724	0.9082562824
725	0.9076571249
726	0.9064793443
727	0.905984823
728	0.9058818077
729	0.9057842056
730	0.9055799715
731	0.9053651909
732	0.9051088392
733	0.9047328659
734	0.9046470609
735	0.9044833341
736	0.9041441206
737	0.9040336055
738	0.9037571249
739	0.9032554293
740	0.9026512752
741	0.9024789488
742	0.9022194782
743	0.902085103
744	0.9019254103
745	0.9017906245
746	0.9014245307
747	0.901275993
748	0.9007342227
749	0.9002913346
750	0.9001440691
751	0.8999178486
752	0.8994890531
753	0.8993320452
754	0.899024788
755	0.8986506789
756	0.8985258062
757	0.8981339395
758	0.8979752136
759	0.8978572496
760	0.8976589345
761	0.8974945646
762	0.8967661942
763	0.8962059687
764	0.8959655727
765	0.895785803
766	0.8953867881
767	0.89527788
768	0.8951044379
769	0.894974139
770	0.8948535633
771	0.8947306314
772	0.8946228572
773	0.8941238018
774	0.8937963197
775	0.8936302451
776	0.8935088349
777	0.8933766246
778	0.8932592449
779	0.8930934469
780	0.8919400533
781	0.8917779845
782	0.891395047
783	0.89118789
784	0.8908306082
785	0.8905670213
786	0.890447063
787	0.8901168284
788	0.8898842525
789	0.8896610983
790	0.889470669
791	0.8893062868
792	0.8891261982
793	0.8890111749
794	0.8887708183
795	0.8884041967
796	0.8882032299
797	0.8880812159
798	0.8879073999
799	0.8876477259
800	0.8873421929
801	0.8869022878
802	0.8868139725
803	0.8865635406
804	0.8861456126
805	0.885678637
806	0.8855064084
807	0.8853779756
808	0.8848807559
809	0.8848066284
810	0.8842968945
811	0.884146853
812	0.8840341971
813	0.883936521
814	0.8836947388
815	0.8835660539
816	0.8831725216
817	0.8830618969
818	0.882908411
819	0.8819090778
820	0.8817641299
821	0.8812810284
822	0.8810686462
823	0.8808629592
824	0.8807639899
825	0.8803974768
826	0.8802650983
827	0.8800807468
828	0.8798286605
829	0.8794004241
830	0.8793123991
831	0.8792082973
832	0.8788677933
833	0.8786887496
834	0.8785258275
835	0.8783704402
836	0.8781395683
837	0.8779345819
838	0.8778862884
839	0.8776486865
840	0.877376973
841	0.8772846031
842	0.8770361778
843	0.876108616
844	0.8758006923
845	0.8757059594
846	0.8755149646
847	0.8753730319
848	0.8752570463
849	0.8748125706
850	0.874699565
851	0.8745975861
852	0.8744811093
853	0.8740430738
854	0.8738970557
855	0.8736181568
856	0.8734889318
857	0.8733225415
858	0.8732256693
859	0.8729840254
860	0.8728305371
861	0.8726946951
862	0.8722550351
863	0.8721857394
864	0.8720596515
865	0.8719669727
866	0.871819098
867	0.871715286
868	0.8715529913
869	0.871363974
870	0.8711658119
871	0.8709955739
872	0.8708902267
873	0.8704704368
874	0.8700278699
875	0.8698652503
876	0.8696752864
877	0.86940718
878	0.8692526571
879	0.8691539386
880	0.8687980159
881	0.868630655
882	0.8679501115
883	0.8678467945
884	0.867684749
885	0.8675035444
886	0.8673147678
887	0.8666894326
888	0.8663164627
889	0.8661409626
890	0.8660120487
891	0.8656380231
892	0.8655311851
893	0.8651467403
894	0.8647105453
895	0.8645528472
896	0.863784776
897	0.8636526033
898	0.8634616297
899	0.8633117076
900	0.8626180837
901	0.8623009463
902	0.8618640751
903	0.8615835384
904	0.8612818709
905	0.861148188
906	0.8610035135
907	0.8607401656
908	0.8606456473
909	0.8598815782
910	0.8594861349
911	0.8593782264
912	0.8592914968
913	0.8590971763
914	0.8590323708
915	0.8589214423
916	0.8588045726
917	0.8586442369
918	0.8583497717
919	0.8576181819
920	0.8574775865
921	0.8573674934
922	0.8571726609
923	0.8570258743
924	0.8568827191
925	0.8567077894
926	0.8565818625
927	0.8563215219
928	0.856140947
929	0.8560364528
930	0.8558207946
931	0.8557193329
932	0.8555705752
933	0.8553554145
934	0.8552720051
935	0.8551043632
936	0.8548051017
937	0.8542053298
938	0.8541000579
939	0.853973982
940	0.8538176909
941	0.8537133909
942	0.8535668376
943	0.8534657303
944	0.8530838661
945	0.852946946
946	0.8526060406
947	0.8524996871
948	0.8523824026
949	0.8522316813
950	0.8520925679
951	0.8518759042
952	0.8517309412
953	0.8515431075
954	0.8512435733
955	0.8511369698
956	0.8509654275
957	0.8508377408
958	0.8507233722
959	0.8506225409
960	0.8504993772
961	0.8504027462
962	0.850236727
963	0.8500556269
964	0.8497433182
965	0.8494569553
966	0.8492686152
967	0.8483578745
968	0.8481747038
969	0.8480578043
970	0.8479363069
971	0.8475926264
972	0.8474133154
973	0.8472503883
974	0.8471443946
975	0.8470613932
976	0.8468414491
977	0.8467519725
978	0.8465651564
979	0.8464381242
980	0.8462822567
981	0.8461903336
982	0.8459330688
983	0.845825746
984	0.8456645206
985	0.8455560749
986	0.8452434326
987	0.8451581449
988	0.844637809
989	0.8445367148
990	0.8442586631
991	0.8441287254
992	0.8438834121
993	0.8437608557
994	0.8433096071
995	0.8432176445
996	0.8425869541
997	0.8424077893
998	0.8423243659
999	0.8421860987
