iter	Passed	Remaining
640	2462372	1379082
641	2466804	1375570
642	2471550	1372229
643	2476456	1368972
644	2480887	1365449
645	2485385	1361960
646	2489992	1358527
647	2494588	1355084
648	2499126	1351607
649	2503674	1348132
650	2507971	1344519
651	2512417	1340983
652	2516935	1337483
653	2521639	1334078
654	2526090	1330536
655	2530518	1326979
656	2534943	1323417
657	2539385	1319863
658	2543843	1316313
659	2548262	1312741
660	2552776	1309215
661	2557248	1305664
662	2561634	1302067
663	2566215	1298567
664	2570706	1295017
665	2575126	1291429
666	2579512	1287822
667	2583964	1284245
668	2588414	1280665
669	2592839	1277070
670	2597266	1273473
671	2601709	1269881
672	2606179	1266300
673	2610665	1262725
674	2615060	1259103
675	2619494	1255497
676	2623865	1251858
677	2628312	1248254
678	2632795	1244664
679	2637175	1241023
680	2641604	1237403
681	2646121	1233822
682	2650510	1230178
683	2655008	1226582
684	2659479	1222972
685	2663881	1219327
686	2668249	1215665
687	2672707	1212041
688	2677119	1208394
689	2681490	1204727
690	2685970	1201107
691	2690331	1197430
692	2694707	1193759
693	2699217	1190145
694	2703700	1186515
695	2708213	1182897
696	2712610	1179226
697	2717111	1175598
698	2721510	1171923
699	2726220	1168380
700	2731325	1165001
701	2735855	1161374
702	2740336	1157723
703	2744893	1154102
704	2749361	1150442
705	2753931	1146821
706	2758653	1143260
707	2763160	1139608
708	2767691	1135963
709	2772081	1132258
710	2776657	1128627
711	2781062	1124924
712	2785626	1121282
713	2790119	1117610
714	2794650	1113951
715	2799152	1110278
716	2803616	1106587
717	2808043	1102880
718	2812583	1099215
719	2817075	1095529
720	2821530	1091826
721	2826071	1088155
722	2830559	1084460
723	2834998	1080745
724	2839596	1077088
725	2844060	1073378
726	2848483	1069650
727	2853015	1065961
728	2857459	1062237
729	2861951	1058530
730	2866521	1054848
731	2871196	1051203
732	2875618	1047462
733	2880046	1043722
734	2884481	1039983
735	2888963	1036258
736	2893384	1032510
737	2897929	1028804
738	2902423	1025077
739	2906845	1021324
740	2911371	1017604
741	2915822	1013857
742	2920198	1010082
743	2924600	1006314
744	2929082	1002571
745	2933487	998801
746	2938133	995110
747	2943069	991515
748	2947432	987724
749	2951610	983870
750	2955736	979997
751	2959825	976112
752	2964212	972324
753	2968481	968496
754	2972837	964695
755	2977376	960952
756	2981826	957178
757	2986254	953395
758	2990692	949613
759	2995197	945851
760	2999672	942078
761	3004225	938327
762	3008655	934536
763	3013081	930742
764	3017696	927004
765	3022158	923218
766	3026597	919422
767	3031172	915666
768	3035596	911863
769	3040053	908067
770	3044583	904292
771	3049034	900492
772	3053467	896684
773	3058065	892923
774	3062524	889120
775	3066926	885298
776	3071410	881498
777	3075855	877686
778	3080345	873885
779	3084881	870094
780	3089318	866275
781	3093763	862455
782	3098396	858687
783	3102831	854861
784	3107246	851029
785	3111811	847236
786	3116246	843406
787	3120681	839574
788	3125259	835779
789	3129717	831950
790	3134135	828109
791	3138763	824321
792	3143921	820670
793	3148455	816853
794	3153093	813061
795	3157590	809231
796	3162084	805399
797	3166651	801583
798	3171275	797780
799	3175792	793948
800	3180319	790116
801	3184855	786286
802	3189394	782454
803	3193931	778620
804	3198399	774767
805	3202858	770911
806	3207341	767059
807	3211823	763205
808	3216265	759340
809	3220639	755458
810	3225111	751598
811	3229621	747744
812	3234007	743861
813	3238585	740020
814	3243008	736142
815	3247420	732261
816	3251889	728391
817	3256325	724512
818	3260826	720646
819	3265306	716774
820	3270132	712976
821	3274579	709093
822	3278441	705084
823	3282368	701088
824	3286046	697040
825	3289648	692976
826	3293281	688921
827	3296876	684858
828	3300490	680800
829	3304146	676752
830	3307812	672708
831	3311419	668652
832	3315039	664599
833	3318709	660558
834	3322289	656500
835	3325920	652453
836	3329587	648414
837	3333182	644362
838	3336823	640320
839	3340484	636282
840	3344103	632238
841	3347731	628196
842	3351382	624160
843	3354970	620113
844	3358649	616083
845	3362287	612047
846	3365881	608004
847	3369551	603976
848	3373173	599940
849	3376785	595903
850	3380411	591869
851	3384062	587841
852	3387737	583818
853	3391431	579799
854	3395068	575771
855	3398723	571747
856	3402372	567723
857	3405931	563685
858	3409612	559668
859	3413243	555644
860	3416805	551609
861	3420501	547597
862	3424190	543585
863	3427746	539552
864	3431456	535545
865	3435120	531531
866	3438711	527507
867	3442454	523506
868	3446149	519500
869	3449725	515476
870	3453493	511481
871	3457211	507480
872	3460800	503461
873	3464505	499459
874	3468200	495457
875	3471827	491445
876	3475520	487444
877	3479274	483452
878	3482877	479440
879	3486518	475434
880	3490235	471439
881	3493788	467422
882	3497476	463425
883	3501169	459429
884	3504745	455418
885	3508378	451416
886	3512085	447424
887	3515711	443423
888	3519374	439426
889	3523109	435440
890	3526751	431443
891	3530454	427454
892	3534277	423480
893	3537891	419481
894	3541617	415497
895	3545316	411510
896	3548884	407508
897	3552536	403517
898	3556218	399530
899	3559803	395533
900	3563443	391543
901	3567167	387563
902	3570762	383570
903	3574556	379598
904	3578180	375610
905	3581808	371622
906	3585423	367634
907	3589085	363651
908	3592737	359668
909	3596379	355685
910	3600077	351709
911	3603710	347726
912	3607335	343743
913	3610995	339765
914	3614652	335787
915	3618307	331809
916	3621983	327834
917	3625663	323861
918	3629321	319885
919	3632986	315911
920	3636789	311950
921	3640456	307977
922	3644040	303999
923	3647762	300032
924	3651452	296063
925	3655068	292089
926	3658776	288123
927	3662445	284155
928	3666085	280185
929	3669831	276223
930	3673509	272257
931	3677121	268287
932	3680771	264321
933	3684513	260361
934	3688119	256393
935	3691805	252431
936	3695527	248471
937	3699118	244504
938	3702781	240542
939	3706521	236586
940	3710126	232622
941	3713812	228663
942	3717561	224709
943	3721152	220746
944	3724824	216788
945	3728561	212835
946	3732154	208874
947	3735839	204919
948	3739531	200965
949	3743121	197006
950	3746778	193051
951	3750513	189101
952	3754194	185149
953	3757927	181199
954	3761687	177252
955	3765314	173298
956	3769211	169358
957	3772935	165410
958	3776620	161461
959	3780341	157514
960	3783995	153564
961	3787664	149616
962	3791362	145670
963	3795010	141722
964	3798647	137774
965	3802343	133829
966	3806032	129885
967	3809731	125941
968	3813430	121998
969	3817204	118057
970	3820949	114116
971	3824632	110174
972	3828291	106232
973	3831968	102290
974	3835561	98347
975	3839220	94407
976	3842895	90467
977	3846515	86526
978	3850179	82588
979	3853912	78651
980	3857536	74712
981	3861213	70775
982	3864969	66840
983	3868646	62904
984	3872339	58969
985	3876191	55037
986	3879807	51101
987	3883489	47167
988	3887248	43235
989	3890848	39301
990	3894550	35369
991	3898305	31437
992	3902041	27506
993	3905803	23576
994	3909584	19646
995	3913200	15715
996	3916883	11786
997	3920621	7856
998	3924387	3928
999	3928086	0
